id,course_specific_id,gender,year_of_birth,level_of_education,q1,q2,q3
ee2450bcb82924e50fb8673d6173fe144f0257fa67245db724e9b6c8ed257706,442f15f1fc5c00206e12e814791c8a62,m,1977,hs,"[u'choice_0', u'choice_6']",choice_1,[u'choice_0']
9b9b2ec28684f7c32d4d8f6ca513d1a22235b7e5be627923f6089985ac0f5200,0f33d03a984b0640eb586aca11a89f24,f,1977,m,"[u'choice_0', u'choice_1']",choice_1,[u'choice_2']
eb4da7ddb1ee46dcfd589fa9dc7db6b939a4b829aa797122d63c6e9787b4abda,85483ac9838fa95bcb04b66964b61d1b,f,1986,m,"[u'choice_0', u'choice_4']",choice_1,[u'choice_0']
c7931db4f6812a800909a09f199c3aab084e8f9d15b35a7b72465ae7232680ec,c5e950eed0f8481909b792ff6ff6e5fa,m,1988,jhs,"[u'choice_4', u'choice_6', u'choice_8']",choice_1,[u'choice_0']
6564ba578b010544c9625452fb6bdb54887dee9a39f707f9eab98e13e7543d01,ed042b431c0185ccad9a0269a5bc4c1c,f,1951,other,[u'choice_0'],choice_1,[u'choice_0']
d15fa3944cdf8c15504b38f25fcd58efd5c63641d28dc647ec6adf79594040e8,5892db12198bbaf59b29114ef41c0149,m,1987,m,[u'choice_2'],choice_1,[u'choice_0']
5c9e1183773f3fbd4cb08353106067fd1d3f1281f41ca6a6e2f7f4435e21ede9,0c8506b20dd61e05c7be77e86ecf81c3,m,1989,a,[u'choice_0'],choice_1,[u'choice_0']
5742535cea9646bca1e9a3ac0b35771f2ee25060d0687c6d390b744ffb1592de,441fad9dd27e7d885a386ae32805a691,f,1986,m,[u'choice_0'],choice_1,[u'choice_0']
49a1fed0b7890f634d296efdca86297ac1e86d7f725f0fd5ac334796a03bad6c,63d7087af12f7764ad41f37c217b8a22,m,1971,p,"[u'choice_0', u'choice_6']",choice_1,[u'choice_0']
baf11c049f726f8f8eafa30a49761097e155e7bf4ebfaf57fd0e458f74db3aee,d93b382b2af09f01b94c1d60ae485f89,m,1986,b,[u'choice_6'],choice_0,[u'choice_0']
b5bfbb58c142dfd0ba4dd64f8c889cc1178fa47005984daf0d20bae726ed1254,9fd37a42f5e42385a1eae2bd4f9e8a8c,f,1968,p,[u'choice_8'],choice_1,[u'choice_0']
0ce4b8962af6855f49fb791f46703b64c18d3ecac9d2c8aa9d61d9ee58a989c3,7ae551629df4e9e929bd6343d2b1ec7d,m,1990,m,[u'choice_0'],choice_1,[u'choice_0']
27d2e49022e2dfdf65b6f82b08af4c5c141502cca9f0b032c899e30713f613a4,8e028688fb7c8d1a46f593176304c539,m,1981,m,[u'choice_2'],choice_1,[u'choice_0']
211561385ff1117aa83c79cb26b0fe459ec78fdd0babfb58ef2a9bb32dd999e8,ae9b800bae8e8b6d51d681f43a23a2cc,f,1979,m,[u'choice_0'],choice_1,[u'choice_0']
279b4c91027bc5026e16fde3e45b7f37134ff50648a4a9ccbb4d15d01f031ee0,cd3ca32c48a1f30b1f5929e58e859a93,m,1993,m,[u'choice_0'],choice_1,[u'choice_0']
b4c38cfb545e0266a78fc64f87be3e3e73bfb34601946029da93c4c22e7841d5,90006985f37cbae7be84ab50936e3e7a,m,1986,m,[u'choice_0'],choice_1,[u'choice_0']
fda72e5fb014fd92b4e3fbbbab0c42e3eb5a513b68f6a2afe0e3e63b47f52d78,ca4119af00f14b081a14e465119b93f8,m,1987,m,[u'choice_6'],choice_1,[u'choice_0']
3ba447637620bfdf44b8fd795faa352a1bf9ac9bd6bfe6235f8d150384f628e4,c0b22201ed5677472e1dcf6e5865e542,m,1971,m,"[u'choice_0', u'choice_1', u'choice_4']",choice_1,[u'choice_0']
69e8b24f1a200fe6d1af0112ef706d292606dfa72d63140c6913e301d9b57e50,44172a949ea894f4782a88c0aebe3294,m,1981,m,[u'choice_0'],choice_1,[u'choice_0']
1c3c79da86ce2091784ed5b79726dc6da83793245ec770b4f3706146fdebd4e4,fa755ff332c01c1e69962242468bacc5,m,1988,m,[u'choice_6'],choice_1,[u'choice_0']
ee6345cff1c3193aeb936d62f56ce2dd513b7647fb0ac6596ab0c39e412133a8,61dbe213be890ffa4e3aa573a847ff1a,m,1968,m,[u'choice_0'],choice_1,[u'choice_0']
adc8d20780690d54a8c5935a13d8312cef5a5381572d39fa3b9bc39342f66e57,9e0828c279deae6d96ee2caf28788a39,m,1986,hs,[u'choice_0'],choice_1,[u'choice_0']
c294bd096620ff5523927e08328933a10d6e9d37d05bf80a9cb08c1009bf2569,669d36d072d9471894ac4dce23230153,m,1993,b,[u'choice_6'],choice_1,[u'choice_0']
602f68280368c413e4dd1563b07652f40b1312e32522f57686b57dc0e7cec1f8,81e2e8b5b47c04e53edec5363f1f55a2,m,1984,jhs,"[u'choice_0', u'choice_4', u'choice_8']",choice_1,"[u'choice_0', u'choice_5']"
377a89e5f509a92e13454219bb5ebd194a0a1dab31e35a1d73b90ed4ae4a39de,d0fc09f6988eae47dfce5d5b3c2cde6f,m,1980,m,[u'choice_0'],choice_1,[u'choice_0']
1072eb3146b644949980dd184893f8c82bc414ba6315aac980c01a972781d20e,88162ea6eed62465d1a49a6a7c912bd1,,None,other,[u'choice_0'],choice_0,[u'choice_0']
5f5b253e910e17f46f1f515e4c38536cf65fb56f4a0cffd2ca03c820ece571af,a1cfd18ad1afac793bdc44e4f32f2992,m,1989,m,[u'choice_2'],choice_1,[u'choice_0']
798e0144705991cfa7194b0fe3c4cde6dc54b5ef1ddc5f2de273287671453c2d,c40938875ba9945c84187a6320d4b66e,m,1980,m,[u'choice_6'],choice_1,[u'choice_0']
fcb1b32feee82b0fc1f91a3fc9460b390d666aa0e92ddea63002c0eb87b9dfde,1496676621843292799d5bd471d753d3,m,1986,m,[u'choice_0'],choice_1,[u'choice_0']
9080f3536add3bfe6a993b231b2433079e87b2a15f46cb460dbe0784c97678f1,bcd1afcc11e5a134e03d72d66c320a06,f,1963,m,[u'choice_0'],choice_1,[u'choice_0']
b4de6e19d676d9bda1a793fe9422d06c5b0cad2a3127e7a230c2b7b3c55e7b80,ad60614acf15e20387b7fb2eddd413be,f,1984,jhs,[u'choice_8'],choice_1,[u'choice_0']
c5cec95be93ad2c3961b8090c3f9c3cd03aef378b8e1e9ffad94bf6454148560,4b7b48d759d1400e221095df07ba4788,m,1956,hs,[u'choice_0'],choice_0,[u'choice_0']
7721e8a5220240cc5221526084aaef744cfacd4b8471fed4b32e344215d61471,13fdbe61602872af1e2964aecd98cb4c,m,1965,hs,[u'choice_0'],choice_1,[u'choice_0']
0ddb896111333ca7395b56184d5e523fbecccf89f94540f7d4abc8e3a5bb6931,de0fc4a1da27e63f93f2a39e5b3e6dd9,m,1988,b,"[u'choice_0', u'choice_2', u'choice_8']",choice_0,[u'choice_0']
1e29b2d138051283a730d20514db7fe2445e9d26a0631a68cb513133ee0923a7,5f9fe9a43a06b8ff1116452126450137,m,1989,m,[u'choice_0'],choice_1,[u'choice_0']
72b7ab5c38a60d87b31555c7690031fa5c65509dcf8ebb053b937465a9b3fc38,c7ab4c1f639649442dfc4848aafa7591,m,1993,b,[u'choice_0'],choice_1,[u'choice_0']
426078fd3f0cc9390d9ad44b843d768e8d8e72f68a23a543ab67c4e4cd5de414,46c5905ec16bbf05a49079d2b704dec1,m,1986,m,[u'choice_6'],choice_0,[u'choice_0']
59b8d7a9929f4e08527b08408c9af0e10e0f8bc3fd7acc4908e0969efd4f97ed,f1c9ce83c81324880c12bc535c2345f5,m,1970,jhs,[u'choice_0'],choice_1,[u'choice_0']
c54b24e7819c4add022f26f6f7f86fa73ad79627d68a8ecde228fff203a911ae,d726ac84e3256019a4ac553434560bf0,m,1989,m,[u'choice_2'],choice_1,[u'choice_0']
6095e841a2a982ecda0478fa1eb80136d4015beb8e2c3997e06142efb5c32610,e5f884d5367ba1aba5ff68651e45f160,m,1994,,[u'choice_4'],choice_1,[u'choice_0']
387522ed5ec09ef2a436147253a592023addf32b783687fe1a0b13fe84bfff7a,887e64fef02ebac28ceb21764aae21ae,m,1991,b,[u'choice_6'],choice_1,[u'choice_0']
489b101a0cac90e475b401768b71eee1985fcc9866a43fbcbe658b8e5322603d,703d243987b14a21722c5b77b4d0472b,m,1980,m,[u'choice_6'],choice_1,[u'choice_0']
e2dc522682785c951d592dd658c828fd9d65c19b30c0d4f36945a26cad8b9d06,a37a71a3c65490f9074744f85ca25103,m,1996,hs,[u'choice_0'],choice_0,[u'choice_0']
9b51a95c6b0d18a5bc84468c532b21ce343abf2179734c3b6a8d17f1c84216a6,0614439318fa066274a0dcc2dad0b1a5,m,1981,b,[u'choice_6'],choice_1,[u'choice_0']
955552631b51b7fd07a2659e17dd9974d631cb168b9f2e25deb179b91d9dfa6c,1cb1c57664c6405e73261ceafee65a49,m,1983,b,[u'choice_0'],choice_1,[u'choice_0']
d1bcfab5a32e666ae87fbe227b37ffd5ee6ac53b46fa59850e8b5a8aa4ba4550,566877f046533bc4798603e67ac08a90,m,1987,m,[u'choice_0'],choice_1,[u'choice_0']
e0a84dfa3aa6acdd223b46503fd3a9c39f7b1c50523faf26659042224c6b3821,fedc2ebfd7cea6b9a4d55985983add99,m,1995,jhs,[u'choice_0'],choice_1,[u'choice_0']
4af302395967e33a660a9a366bc0ed80df01f710e56d8e5a54a84dd0c0e0e5ff,63c4d43927230b9826fea171b9de5c2a,f,1970,m,[u'choice_0'],NA,[u'choice_0']
de357ee5bf4b01456bf282fc6a2ec1fdbcebfcf42738f726cc19f980df7d2c5e,be207ed5a7b1e14ddaffdca732b7593b,f,1999,el,"[u'choice_0', u'choice_6']",choice_1,[u'choice_5']
8d20ae2f50d360a8b03e6afd2d0768276a6db35d26cf76ab4bc772d5fa9b820b,826fdec3bb5d9a844e87dc7deb4f2592,m,1993,hs,[u'choice_0'],choice_1,[u'choice_0']
b86fea5430e4303f2676b9d67d175bb9b4351887fa0c6d840a8d831bf0459f16,c17f2bc4e4550f27db57dfa28e56c57d,f,1989,b,[u'choice_0'],choice_1,[u'choice_0']
89bba7b660e913b0717fef9bb58bf8bd5e00fd6fff2b47c89c39d990b0af5f6d,b53bc5e72997126f0dc7997d99fc269d,m,1959,m,[u'choice_0'],choice_0,[u'choice_0']
c3f655c5fc662b2029b3eb0c55b25f0c1ddf4862399f274690337a42092b9b7e,784584c8dd9e8ea1cd1f8f489065019d,m,1982,b,[u'choice_6'],choice_1,[u'choice_0']
bfad423b5a3a01a15e923e7781eaf87beff699037ca9729a106505957fcb9374,0f5e71a9ca72f83a29332a50efdc56ec,m,1973,m,[u'choice_0'],choice_1,[u'choice_0']
1f7278b325a945becb89cff0d6c574184229446594e0c9d2757d3fab388c2fd9,0672e6f34490134e4e56c4df06c0adcf,m,1980,m,[u'choice_0'],choice_1,[u'choice_0']
461f0f36c152054ee067b6e3ae67aa23283f4f53127d580fc1cddef923eeaf2e,a42210b7afa518bd9320372b1b8052e8,m,1980,hs,[u'choice_6'],choice_1,[u'choice_0']
c5010b72ce786208e27e7b186ececb456798485affe7df7bc10ef37df54cd890,1c7256ee88eb1401b3aa588e27d8ac9a,m,1974,hs,[u'choice_0'],choice_0,[u'choice_0']
2c16fb96a0079c760fe37d70b87b8fcc86e68a9a1801a42b57fecc7702fad386,4001f6be75cc36f55c6cf7d1b8f4d968,f,1993,a,[u'choice_0'],choice_1,[u'choice_0']
2371131999e015f99dfb5966614588edb21b431b2e09b20931e8091cfa802fb9,fbbfec2af805dc07f00e430243b629cd,m,1979,b,[u'choice_0'],choice_1,[u'choice_0']
6efa1cdfc5170fa7bbc72aa69498a8773b2bde25ba171e9f84e945beabed9d97,c2d6c4860f6fc8c564a4c3c2ae4731a9,m,1988,jhs,"[u'choice_4', u'choice_6', u'choice_8']",choice_1,[u'choice_0']
6ee2e883a9d690ac46fb77cabd4a157996331d7eed4812b6c317cde0916f6e98,45a937c5c8f5a414103bb0d40da80d79,m,1996,jhs,[u'choice_0'],choice_1,[u'choice_0']
f3b075d6a5a1ee8d1c3c68b73eb2004171f7e71d9cbcd52b854b7c399cb845ca,8e9314f68597a9c8989f1a2596aaf25f,m,1992,m,[u'choice_6'],choice_1,[u'choice_0']
8a575589cda7f383fbea853b010567b08b561a6f2d4559e812872a40d52db030,340b465425bb899fb8c7ecd6503e0291,f,1972,jhs,[u'choice_6'],choice_1,[u'choice_0']
74e4b23839d443598a69f93c3c14ee45070fa17c241e0da61dd4176b562907e4,9e1ccc3861bc23177c76b6df46671785,m,1991,other,[u'choice_8'],choice_1,[u'choice_0']
1d215533deee1781617b565729451d624f7859b17cf184af54917f6fee1d45f7,df40f0bbe2ff874e5d7a5ec507a92fa7,m,1980,m,[u'choice_0'],choice_1,[u'choice_0']
4808f506744642806c79cc8cf6a48e1a3f5b9c3707ed33d16fffc8b44be0d964,d6b1f14b5701244e5ad635a14e5a9c98,f,1992,m,[u'choice_1'],choice_0,[u'choice_5']
b8409d6ee4532ffe0ee73502ed9887ba229d2d627b010ef9b5c4a955e135fa7b,8405043a6d423799db3e9434f5591b58,f,1994,,[u'choice_6'],choice_1,[u'choice_0']
e82b041136ce92c4e31e45cfed84e725182bd6c454748b8e0b849d6cec2d099d,93c5c92661db483e99063f04d8560d69,f,1979,other,[u'choice_6'],choice_1,[u'choice_0']
501133eb8301f3d391a2587e57c1d03e4d6740afa6f10bfc1308a88aecde77e8,ab30eadf226f85dea51fe55e13fa8bd7,m,1989,None,"[u'choice_6', u'choice_7']",choice_1,[u'choice_0']
8b87671b3afac6fb7e33dae3f9aad54050f7c61e414e97270be8f18ced1e4aeb,439452a42b66f67cf0bb1df4c0aa8b20,m,1989,m,[u'choice_7'],choice_1,[u'choice_0']
a71137100e65a9c62664c1d17d011f4de13f1f99762adac46e650fe90a279cac,5eeb1bdfec2f0b7cacdda9ba324b65ec,m,2009,m,[u'choice_0'],choice_1,[u'choice_0']
c3a4336c23007267e6ba618ab6d2b070fd9856fcc841a583f90bdbfa386bbe84,6708cd14899574bfe637eccb74025ca0,f,1989,m,"[u'choice_1', u'choice_3']",choice_1,[u'choice_0']
493394cafd9df4a9c639ac37574f618450eeac94aa5408c3bfd736eb315d0f56,525bd98dbbba779dff9b2830614f4219,m,1979,m,[u'choice_1'],choice_1,[u'choice_0']
7ed9a7bb6205cdb172c6317f5f106aae756b031f09268d5d090fc3dba590a0ed,665560460e9a88b6e083601df9c2252a,m,2014,b,[u'choice_6'],choice_1,[u'choice_0']
c63be0cdbaefa35d3d3026b49546aeb8b0c1ca20d7e201da416f0d24206e5c7f,52fab90bf3b71f1e405b17b5cb346d9f,f,1990,b,[u'choice_5'],choice_1,[u'choice_0']
60ef32fb53909b7c6014f6a26fe9a62501a2e0b523228e2ddb8284213a571a98,1e8ac3523ca652cd3f12ff3413d952b8,m,1965,m,[u'choice_0'],choice_0,[u'choice_0']
b91af10686da76a603e0716ee2e6c455fc9aa925eb4b957d31b49364946be3f3,e44a3a2503b88d12f2c960cba7925c32,m,1996,hs,[u'choice_0'],choice_0,[u'choice_0']
ebeb426c5f5180bd1283911275f3f32f4a00741d7954e41af792a01ef9d849cc,5f2f60f6e16ebce1daa4b3c0f582fdea,m,1991,m,[u'choice_4'],choice_1,[u'choice_0']
7e45f596e881e24b6dbbc51aa8c85825b8e5a3c52d974688379a8fe227c31ed2,367bb2d1daaf6b8584e6c83cf8f14c9d,f,1991,m,"[u'choice_0', u'choice_1', u'choice_7']",choice_1,[u'choice_0']
cbcd96aced9a31d8af3bb2babb4caaa310e42caf4d03e4d8bce6af3589ed419e,3cd8b749abb04e2ce5257f5d11d2933a,m,1992,m,[u'choice_8'],choice_0,[u'choice_0']
75f3d58629ae75351745a4bc00d50c2fd9a43f141a52f5fbece7f2c6d80c82ea,c701ba333f9a70a80898aaba2f1c07c4,m,1990,m,[u'choice_0'],choice_1,[u'choice_0']
14c36d5ad7a48b69a849b817b205541d13c0449a6f82afa0b02e9a001618a92f,2706d8f368f3db082f4186694da348ed,f,1961,other,[u'choice_0'],choice_1,[u'choice_0']
047815d878b19c9ab360c531bc0a05be264b303d9ea96d9b2932adb7cb484b04,e6c1102a58ad6c14f91b079480f88289,m,1993,b,[u'choice_8'],choice_1,[u'choice_0']
04342549b81c52e07369709107b1ebdd50b09c7d182447a46473cd7833293208,bc6d0c96397919a9d5c9d356f61c0a20,m,1981,b,"[u'choice_0', u'choice_4']",choice_1,[u'choice_0']
17c2b064f5631ed62c085f1c57d3a95681506f63d08c9e3c34033f33b95b2225,2362e256ec8709570350f60be086f171,m,1995,jhs,[u'choice_0'],NA,[u'choice_0']
757fae105b0483e5592c94d459bae8b171d53e6a21b9c26c820bbb650e4867cd,9b227a4de0569c054260805cbcb626ee,m,1970,jhs,[u'choice_0'],choice_0,[u'choice_0']
21e3b5e941ed996c53a6d9e29ba9043f5c1c9c48a6e29ee133b1ca0f50589fb8,6f69d9e56f8e820185e84f7c48cdb7f0,m,1964,m,[u'choice_0'],choice_1,[u'choice_0']
348bfa456641433bdc6815833e16d50e7b22e743e6a02a1f26e43f485a0c5feb,622cc20e430016710ce7c4d88d158ae2,f,1990,hs,"[u'choice_3', u'choice_4']",choice_0,[u'choice_0']
54ba3f3427d3e6658e5ab45f6c368cd648cd0b32f98980b00ebe0ef4eaa2b151,c318298376fd67dee0459e485549c375,m,1961,m,[u'choice_0'],choice_1,[u'choice_0']
df65847582c93a08822eb8b236ed8827d63f7b5021fc2593d47a87fd91a07087,60db3de05d7b6dbdcbf1bc3604019ea8,,None,,[u'choice_0'],choice_1,[u'choice_0']
34b647bd2ceee94cdae7a7b469feb859d1904481720e22cc71deb742a7931461,12f7e89cacf21d8b76c0421b797ee224,m,1986,b,[u'choice_0'],choice_0,[u'choice_0']
ff8cfe7a04dcfe93db97a95dd306f0f060b61ee05f2ada00f679e6c529857da8,59a2352e883034a34805e138c4a7c5a7,m,1987,m,[u'choice_0'],choice_1,[u'choice_0']
6023f04d0a7b1c603d3d7f465d4639cd658c92b9804f4459a20245002dc46ed0,680abbd60dd3ff75f67dc3cadf627f21,m,1975,b,"[u'choice_0', u'choice_1', u'choice_4']",choice_1,[u'choice_0']
27de7615bf3d108560a4454a91b21209c52997c96e57dbd582c83c6416707fc9,789b0aecd6d4978265ad7ebd5b51fc01,m,1955,m,[u'choice_0'],choice_1,[u'choice_2']
33112d66e43be98b9598f6a28926c981c2c70474d49414d7108b7eb722777b51,f61229307a91db26b6770b03905808c9,m,1984,m,"[u'choice_0', u'choice_1']",choice_0,[u'choice_0']
3c37943e36273a2601684c415beed7d65e0b86e10b7e35e464a1bc686b410be8,136a5e513556524cbe339975b28a8483,m,1988,m,[u'choice_0'],choice_1,[u'choice_0']
9cdcedc8bf6eea75dee30fb71d4e4b4b7bd187db02f26504cc275a3a4fd401d7,aa63b8cb5d33dc8fb642bfdd04aaacfa,m,1988,m,[u'choice_6'],choice_1,[u'choice_0']
52a2e3f23b7f201aa8cdf3a200659bcd01590ae25721ec499643f9f6f1760542,1a604c46963aebc73ce59c9f6d80e4d4,m,1964,b,[u'choice_0'],choice_1,[u'choice_0']
a334724be4870610558efe9349535ddbc95200e28a0128e99dac72f13af97a5a,8960cc3e341f49507e4ed278e3efe2bf,m,1971,hs,[u'choice_0'],choice_1,[u'choice_0']
8d2347e5c7b84af19dd86bf33f677705a54e3626bc5f2b0b545842696e6ad39b,c4f8eb443472183a86436b0a0b3bd0e6,m,1984,jhs,[u'choice_0'],choice_1,[u'choice_0']
dd31132eb01a00598e2c0e5b8c752a583db9d8ed764470d76fe9dbecfcedf829,5b7c1e195c702977075fee2dd5e1ad58,m,2014,jhs,[u'choice_6'],choice_1,[u'choice_0']
7610939442504568fd502ed595173f87a63f05722162122ffb02affec9558f35,6f6115804c30f14448d2fc8d2cd37660,m,1966,m,[u'choice_0'],choice_1,[u'choice_0']
8c5e1903aebe58db647dd3dbf80b66ea8520a6f6fb406f0735beca208db01106,349f2a408a08b3c03796f8526fec6f76,m,1974,hs,[u'choice_0'],choice_1,[u'choice_0']
3623ef66a1fb0a3ff8a68518bedb04e803c6f24d79df313999d8806781625adb,a9bdf04df5ba244fda0ad74c5c1e7a15,m,1960,hs,[u'choice_0'],choice_1,[u'choice_0']
d57fed617beb57d2cd6dcd3a239d3362e7a7f619d943e472884fe198524afdbe,14561c5082c844826058b3883bdcf8f4,m,1973,b,[u'choice_0'],choice_1,[u'choice_0']
06d25b137ed8d5c2e401df233041be3501e35ce94261c907a498413a5ca7938e,b18fd2cade289c5176c6e6f0eb3ee4d9,m,1986,hs,"[u'choice_6', u'choice_7']",choice_1,[u'choice_0']
3725547bff9860535bf6912efdbeba62fd8e1df522c17dce389acf4bb4ee14f3,19029c5fb1b655b240f4a442694dfc30,m,1981,b,[u'choice_6'],choice_1,[u'choice_0']
16698150408e3718ff2afa341d9cb9d4c616fbab79e3da4454ca3531b78be77d,7c8dad36185547c3a6a5d6c90d4b2b36,m,1964,hs,[u'choice_0'],choice_1,[u'choice_0']
a6c092b1a8b54596473f9396c428a9e0c217d194a53844739919e7187e657fc8,2cbd7724e618281b4a6818b4cb8885b4,m,1960,m,[u'choice_0'],choice_1,[u'choice_0']
d395fb0ddfc9c6c5d09e5ba223e90dc4e74638c4eb7b07c08df14c535526c1db,e1f8b998e0005b36836db02d608e666b,m,1966,hs,[u'choice_0'],choice_1,[u'choice_0']
500b813a19cd9f224fd3b7d02fa3b142a2b27d437d1a8b324a69d2f7f52eeffb,33a951d8d0a92b070e7923a22a3d55aa,m,1967,m,[u'choice_4'],choice_1,[u'choice_0']
dd6f5f81260ed1db981a5c2dff1725023254243650d2da0dc8509cace6f7695d,4a911401adffc7f642e45a88daf61ef3,m,1991,b,[u'choice_6'],choice_1,[u'choice_0']
e21f302a59944e886416eb98839e0b20e29ecfe8ac06d85fcc8fbb971fa5718c,da438d2ecdb303c1bcf0a1f797caa435,m,1966,p,"[u'choice_2', u'choice_6']",choice_1,[u'choice_0']
2e973442d514a20818801895727fd2afca839f33ae7ed03b22331b72f939288d,71de02c77439ed3ccd784bfa2d26f6da,m,1976,m,[u'choice_6'],choice_1,[u'choice_0']
0cdb8609a8205587ff668b9a1f631dcedce5a8ca82281f0a75b3f85708ec19b4,7f8de7c871efbaff635574798c0b3df0,m,1990,m,[u'choice_6'],choice_1,[u'choice_0']
385fe39d74ee6c6aff33c2bbad41ad709e51365aa1eac184e2443e3cc73bd942,83f03d1634c2aa47efabd6c7b51adc66,,None,,[u'choice_7'],choice_1,[u'choice_0']
517e5839c0e1d8f7a9479f5b3f959110f07cc9f57019016ca5739218120a31ad,f2f5301cdba0800f8c34400126cc6be2,f,1992,m,[u'choice_4'],choice_0,[u'choice_0']
5a40a7f3a3cb12acb0a9ab44e8fb82a6d03c640c73b8ff98d202c74833afe192,dc3ab8b2b484c8dc37b550cdec192007,,None,,[u'choice_0'],choice_1,[u'choice_0']
e9a709a2f65ec0535d521d75f8bab5b794d7df41c4973c1710324c3b5256caff,13ab39e7ceca9d6ee2c1e5c3e38d5341,f,1989,other,[u'choice_0'],choice_1,[u'choice_0']
dc81d0b3dfe3d1a7b0ef9dde766118a0ff257dc4c3ff47fb729beb2e602bf4e3,f7a5bda0e66a71289a7193793c59a799,m,1988,other,[u'choice_8'],choice_1,[u'choice_0']
f18f0efd460cbae86d0e6f82d20c9989bef131ffed3b14dd0af6fdb71397d4c7,6481d5b54503db365c1a1287e8a4906f,m,1984,other,"[u'choice_0', u'choice_1', u'choice_6']",choice_0,[u'choice_0']
f388ccca2b737cba0dc4462c424aa338f0b17abe073d6f3629038efadbff744a,fde76ec7469c4329edbbf0b0d8fe5440,m,1983,hs,"[u'choice_4', u'choice_8']",choice_1,[u'choice_0']
b15890407338b0a7fd7b5f93299f5fc5644e517d1975da4ea6e459434dfca61e,b4d9aaaf968ecd4471a04bbc559ca252,m,1983,b,[u'choice_0'],choice_1,[u'choice_0']
a982ac8b1d03ba2d0b2dc285fcdc950cb751b36d32e9f1652c4793eb8e64f2fc,cba4fba949747956c37a13b2b3161b36,m,1989,b,"[u'choice_0', u'choice_4']",choice_1,[u'choice_0']
c77508331a637edde759f0cd6722bcb7046ac0bdfbd5990b3bdb5fb345e3dba7,625850cb026ca0fcc1f34d958d74e04b,m,1990,m,[u'choice_2'],choice_1,[u'choice_0']
3878233a8d035794c0657c2d7d9c51484fbaf64818ca58e7dbf225e8efe0624e,03479e0e60ddfaf00dfa4a21bdd07f48,,None,,[u'choice_6'],choice_1,[u'choice_0']
5db60e21b2feb14f77e724d783396bc71906b3f61a2b965d2efa609c1dc721d3,56282dc5b3d61678d1d13c3f8e8dad0e,m,1992,m,"[u'choice_0', u'choice_2']",choice_1,[u'choice_0']
700a65dd9fb68659f5a2e02b0e5dc177e9a749c6989db48112e5372456d0973f,30e953fe4678f957516db7ee67a50231,m,1982,m,[u'choice_0'],choice_1,[u'choice_0']
